timestamp,value
1397081040,91.958
1397081340,94.798
1397081640,92.208
1397081940,93.722
1397082240,93.042
1397082540,92.958
1397082840,95.708
1397083140,95.25
1397083440,94.458
1397083740,92.75
1397084040,94.208
1397084340,92.75
1397084640,94.376
1397084940,92.792
1397085240,91.666
1397085540,87.542
1397085840,90.75
1397086140,91.65
1397086440,90.06200000000004
1397086740,93.416
1397087040,89.904
1397087340,90.542
1397087640,90.628
1397087940,91.166
1397088240,90.5
1397088540,89.166
1397088840,90.292
1397089140,90.208
1397089440,93.626
1397089740,93.624
1397090040,93.756
1397090340,93.542
1397090640,92.042
1397090940,90.938
1397091240,91.376
1397091540,92.666
1397091840,94.42
1397092140,95.584
1397092740,90.62
1397093040,93.478
1397093340,94.126
1397093640,93.338
1397093940,93.458
1397094240,92.166
1397094540,91.584
1397094840,94.33
1397095140,95.084
1397095440,93.958
1397095740,94.714
1397096040,92.232
1397096340,95.2
1397096640,92.458
1397096940,94.444
1397097240,86.736
1397097540,93.072
1397097840,95.876
1397098140,93.994
1397098440,94.104
1397098740,93.75
1397099040,90.852
1397099340,89.584
1397099640,94.542
1397099940,91.974
1397100240,93.0
1397100540,92.262
1397100840,93.25
1397101140,93.624
1397101440,93.436
1397101740,92.774
1397102040,91.624
1397102340,93.042
1397102640,91.542
1397102940,93.748
1397103240,93.042
1397103540,92.8
1397103840,90.11
1397104140,94.644
1397104440,90.542
1397104740,93.292
1397105040,91.14
1397105340,91.126
1397105640,91.5
1397105940,95.042
1397106240,95.712
1397106540,91.506
1397106840,94.9625
1397107140,91.848
1397107440,92.416
1397107740,95.126
1397108040,93.584
1397108340,93.834
1397108640,94.708
1397108940,94.5
1397109240,93.452
1397109540,88.086
1397109840,91.08
1397110140,89.584
1397110440,91.238
1397110740,91.932
1397111040,89.458
1397111340,87.75
1397111640,92.666
1397111940,94.5
1397112240,92.162
1397112540,92.648
1397112840,94.352
1397113140,92.916
1397113440,90.874
1397113740,92.334
1397114040,93.75
1397114340,93.77
1397114640,93.48
1397114940,94.22
1397115240,94.014
1397115540,94.666
1397115840,94.516
1397116140,96.75
1397116440,93.834
1397116740,91.666
1397117040,90.8
1397117340,96.042
1397117640,85.42200000000003
1397117940,91.73
1397118240,90.61
1397118540,90.25
1397118840,90.03399999999998
1397119140,89.33200000000002
1397119440,91.766
1397119740,94.084
1397120040,91.6525
1397120340,93.75
1397120640,93.718
1397120940,94.112
1397121240,93.466
1397121540,95.416
1397121840,94.5
1397122140,96.674
1397122440,93.212
1397122740,91.166
1397123040,93.678
1397123340,93.55
1397123640,93.374
1397123940,95.554
1397124240,94.292
1397124540,90.164
1397124840,88.75
1397125140,92.458
1397125440,96.21
1397125740,91.646
1397126040,94.792
1397126340,92.534
1397126640,89.084
